GERSHENSON M|01:750:313:01|4.75|4.50|4.19|4.81|4.75|4.38|4.31|4.56|4.31|4.38|4.13|4.06|4.13|4.19|3.73
MEKJIAN A|01:750:323:01|4.00|3.79|3.50|3.86|4.19|3.59|3.57|4.21|3.68|3.29|4.43|3.00|3.94|3.87|3.88
MEKJIAN A|01:750:323:02|4.00|3.79|3.50|3.86|4.19|3.59|3.57|4.21|3.68|3.29|4.43|3.00|3.94|3.87|3.88
PODZOROV V|01:750:326:00|4.70|4.56|4.29|4.71|4.79|4.43|4.11|4.04|4.43|4.11|4.46|3.48|3.59|3.46|4.21|4.04
PODZOROV V|01:750:326:00|4.70|4.56|4.29|4.71|4.79|4.43|4.11|4.04|4.43|4.11|4.46|3.48|3.59|3.46|4.21|4.04
PODZOROV V|01:750:326:00|4.70|4.56|4.29|4.71|4.79|4.43|4.11|4.04|4.43|4.11|4.46|3.48|3.59|3.46|4.21|4.04
PODZOROV V|01:750:326:03|4.20|4.50|4.37|4.57|4.77|4.20|4.24|4.07|4.27|3.97|4.73|3.54|4.00|4.14|3.63
JHA S|01:750:341:01|4.78|4.53|4.19|4.67|4.31|3.94|4.11|4.50|4.27|4.24|4.89|3.16|4.22|4.75|3.58
WILLIAMS T|01:750:344:01|4.40|4.30|4.10|4.30|4.10|4.10|4.10|4.40|3.90|3.90|5.00|3.00|4.11|4.22|3.10
HALKIADAKIS E|01:750:361:01|4.60|4.05|4.26|4.90|4.60|4.40|4.60|4.75|4.05|4.15|4.95|4.45|4.75|5.00|4.00
KIRYUKHIN V|01:750:381:01|4.47|4.32|4.16|4.16|4.19|4.06|4.31|4.25|4.03|3.94|4.48|4.38|4.09|4.53|3.91
SOMALWAR S|01:750:385:01|4.80|4.83|4.73|4.87|4.77|4.63|4.63|4.57|4.70|4.63|4.90|4.67|4.70|4.77|4.13
ANDREI E|01:750:387:01|4.17|4.41|4.00|4.18|4.33|4.18|4.24|4.12|4.00|4.06|4.75|4.24|3.47|2.59|2.94|3.47|3.76
MATILSKY T|01:750:444:01|4.50|3.67|3.83|4.17|3.50|3.83|3.83|4.33|3.67|3.33|5.00|3.83|3.83|4.50|4.00
MILLER J|01:750:451:01|4.56|4.19|4.25|4.38|4.06|4.00|4.50|4.50|4.13|4.31|5.00|4.56|4.31|4.56|3.71
HAIDVOGEL D|01:750:451:01|4.56|4.19|4.25|4.38|4.06|4.00|4.50|4.50|4.13|4.31|5.00|4.56|4.31|4.56|3.71
NEUBERGER H|01:750:464:01|4.57|4.14|4.14|4.14|4.86|3.71|4.00|4.57|3.86|3.86|4.57|2.71|3.86|4.57|4.57
